Timestamp,Y Value,Y Quality,F3 Value,F3 Quality,F4 Value,F4 Quality,P7 Value,P7 Quality,FC6 Value,FC6 Quality,F7 Value,F7 Quality,F8 Value,F8 Quality,T7 Value,T7 Quality,P8 Value,P8 Quality,FC5 Value,FC5 Quality,AF4 Value,AF4 Quality,Unknown Value,Unknown Quality,T8 Value,T8 Quality,X Value,X Quality,O2 Value,O2 Quality,O1 Value,O1 Quality,AF3 Value,AF3 Quality
1387656265.628018,1,0,8067,0,8515,0,8347,0,8619,0,8674,0,7297,0,8998,0,9046,0,8349,0,8299,0,31,0,8984,0,-1,0,8577,0,7793,0,8048,0
1387656265.634421,1,0,8067,0,8515,0,8347,0,8619,0,8674,0,7297,0,8998,0,9046,0,8349,0,8299,0,31,0,8984,0,-1,0,8577,0,7793,0,8048,0
1387656265.642286,1,0,8070,0,8523,0,8342,0,8620,0,8670,0,7309,0,8993,0,9048,0,8346,0,8308,0,32,0,8984,0,-1,0,8588,0,7785,0,8048,0
1387656265.650286,1,0,8057,0,8514,0,8351,0,8618,0,8671,0,7302,0,8999,0,9045,0,8345,0,8304,0,33,0,8991,0,-1,0,8580,0,7796,0,8048,0
1387656265.658285,1,0,8063,0,8514,0,8341,0,8625,0,8673,0,7311,0,8998,0,9048,0,8343,0,8317,0,34,0,8989,0,-1,0,8577,0,7787,0,8045,0
1387656265.666291,1,0,8065,0,8513,0,8348,0,8622,0,8676,0,7303,0,8997,0,9044,0,8347,0,8297,0,35,0,8982,0,-1,0,8578,0,7794,0,8049,0
1387656265.674291,1,0,8061,0,8517,0,8350,0,8617,0,8673,0,7308,0,8995,0,9043,0,8345,0,8303,0,36,0,8989,0,-1,0,8589,0,7787,0,8055,0
1387656265.681282,1,0,8060,0,8514,0,8346,0,8616,0,8674,0,7304,0,9001,0,9046,0,8344,0,8306,0,37,0,8992,0,-1,0,8584,0,7789,0,8053,0
1387656265.689281,1,0,8068,0,8515,0,8341,0,8624,0,8675,0,7306,0,8999,0,9047,0,8345,0,8299,0,38,0,8988,0,-1,0,8582,0,7787,0,8049,0
1387656265.697281,1,0,8067,0,8513,0,8343,0,8627,0,8673,0,7313,0,8994,0,9042,0,8346,0,8298,0,39,0,8987,0,-1,0,8585,0,7790,0,8050,0
1387656265.705282,1,0,8064,0,8516,0,8345,0,8624,0,8673,0,7309,0,8994,0,9043,0,8347,0,8299,0,40,0,8986,0,-1,0,8582,0,7792,0,8048,0
1387656265.713282,1,0,8067,0,8521,0,8347,0,8624,0,8674,0,7311,0,8996,0,9049,0,8345,0,8305,0,41,0,8982,0,-1,0,8583,0,7784,0,8045,0
1387656265.72028,1,0,8063,0,8517,0,8350,0,8622,0,8674,0,7300,0,8999,0,9044,0,8344,0,8297,0,42,0,8984,0,-1,0,8572,0,7791,0,8048,0
1387656265.728281,1,0,8064,0,8521,0,8340,0,8621,0,8673,0,7310,0,8997,0,9046,0,8340,0,8307,0,43,0,8993,0,-1,0,8579,0,7788,0,8053,0
1387656265.736283,1,0,8062,0,8516,0,8348,0,8616,0,8675,0,7306,0,8997,0,9048,0,8345,0,8296,0,44,0,8995,0,-1,0,8585,0,7797,0,8053,0
1387656265.744282,1,0,8064,0,8513,0,8347,0,8626,0,8673,0,7315,0,8990,0,9050,0,8349,0,8310,0,45,0,8992,0,-1,0,8597,0,7782,0,8046,0
1387656265.752283,1,0,8064,0,8507,0,8351,0,8623,0,8672,0,7297,0,9001,0,9044,0,8350,0,8295,0,46,0,8987,0,-1,0,8578,0,7790,0,8047,0
1387656265.760278,1,0,8072,0,8522,0,8344,0,8618,0,8673,0,7306,0,9001,0,9048,0,8345,0,8302,0,47,0,8987,0,-1,0,8582,0,7787,0,8051,0
1387656265.767276,1,0,8066,0,8519,0,8350,0,8616,0,8680,0,7296,0,9000,0,9047,0,8347,0,8294,0,48,0,8985,0,-1,0,8579,0,7797,0,8055,0
1387656265.775275,1,0,8066,0,8516,0,8339,0,8629,0,8679,0,7307,0,8997,0,9049,0,8346,0,8305,0,49,0,8986,0,-1,0,8588,0,7784,0,8049,0
1387656265.783279,1,0,8062,0,8511,0,8347,0,8620,0,8673,0,7301,0,9005,0,9050,0,8346,0,8289,0,50,0,8988,0,-1,0,8580,0,7791,0,8047,0
1387656265.791276,1,0,8068,0,8519,0,8354,0,8619,0,8672,0,7304,0,8999,0,9056,0,8348,0,8296,0,51,0,8988,0,-1,0,8582,0,7781,0,8051,0
1387656265.799277,1,0,8064,0,8514,0,8355,0,8622,0,8676,0,7291,0,8999,0,9059,0,8351,0,8282,0,52,0,8986,0,-1,0,8582,0,7786,0,8055,0
1387656265.806274,1,0,8066,0,8519,0,8344,0,8624,0,8670,0,7290,0,9002,0,9055,0,8346,0,8284,0,53,0,8991,0,-1,0,8588,0,7785,0,8050,0
1387656265.814274,1,0,8064,0,8519,0,8350,0,8618,0,8669,0,7288,0,9001,0,9053,0,8348,0,8288,0,54,0,8993,0,-1,0,8580,0,7786,0,8048,0
1387656265.822275,1,0,8072,0,8517,0,8356,0,8620,0,8671,0,7287,0,8997,0,9060,0,8353,0,8283,0,55,0,8990,0,-1,0,8576,0,7780,0,8054,0
1387656265.830273,1,0,8079,0,8513,0,8352,0,8622,0,8668,0,7282,0,9002,0,9063,0,8350,0,8277,0,56,0,8990,0,-1,0,8582,0,7777,0,8059,0
1387656265.838276,1,0,8077,0,8514,0,8350,0,8618,0,8670,0,7277,0,9006,0,9057,0,8349,0,8274,0,57,0,8988,0,-1,0,8581,0,7782,0,8062,0
1387656265.845275,1,0,8073,0,8518,0,8350,0,8616,0,8672,0,7296,0,8994,0,9058,0,8350,0,8289,0,58,0,8983,0,-1,0,8585,0,7783,0,8058,0
1387656265.853278,1,0,8066,0,8514,0,8359,0,8614,0,8673,0,7291,0,8995,0,9059,0,8347,0,8280,0,59,0,8985,0,-1,0,8581,0,7792,0,8056,0
1387656265.861295,1,0,8067,0,8516,0,8353,0,8621,0,8673,0,7295,0,8997,0,9059,0,8343,0,8291,0,60,0,8995,0,-1,0,8588,0,7780,0,8057,0
1387656265.869278,1,0,8065,0,8507,0,8352,0,8621,0,8670,0,7290,0,9000,0,9056,0,8348,0,8280,0,61,0,8991,0,-1,0,8579,0,7792,0,8057,0
1387656265.877277,1,0,8059,0,8507,0,8353,0,8621,0,8670,0,7308,0,8998,0,9061,0,8342,0,8291,0,62,0,8986,0,-1,0,8588,0,7787,0,8056,0
1387656265.885276,1,0,8041,0,8494,0,8370,0,8610,0,8681,0,7302,0,9006,0,9053,0,8343,0,8280,0,63,0,8986,0,-1,0,8583,0,7797,0,8055,0
1387656265.892276,1,0,8040,0,8493,0,8357,0,8616,0,8679,0,7316,0,8996,0,9056,0,8345,0,8293,0,63,0,8990,0,-1,0,8587,0,7784,0,8054,0
1387656265.900279,1,0,8043,0,8494,0,8352,0,8619,0,8667,0,7303,0,8998,0,9060,0,8345,0,8283,0,63,0,8992,0,-1,0,8580,0,7791,0,8053,0
1387656265.908276,1,0,8056,0,8512,0,8347,0,8620,0,8667,0,7310,0,8999,0,9061,0,8340,0,8295,0,63,0,8993,0,-1,0,8588,0,7782,0,8052,0
1387656265.916306,1,0,8059,0,8511,0,8357,0,8615,0,8675,0,7300,0,8999,0,9050,0,8346,0,8287,0,63,0,8987,0,-1,0,8581,0,7792,0,8053,0
1387656265.924278,1,0,8061,0,8512,0,8351,0,8623,0,8672,0,7302,0,8996,0,9055,0,8347,0,8290,0,63,0,8985,0,-1,0,8589,0,7785,0,8053,0
1387656265.932275,1,0,8056,0,8507,0,8350,0,8623,0,8671,0,7296,0,9003,0,9062,0,8348,0,8283,0,63,0,8991,0,-1,0,8589,0,7788,0,8055,0
1387656265.939284,1,0,8064,0,8510,0,8353,0,8620,0,8675,0,7299,0,9000,0,9060,0,8348,0,8289,0,63,0,8994,0,-1,0,8582,0,7785,0,8053,0
1387656265.947274,1,0,8062,0,8509,0,8355,0,8616,0,8674,0,7300,0,9000,0,9055,0,8347,0,8290,0,63,0,8988,0,-1,0,8580,0,7790,0,8051,0
1387656265.95528,1,0,8053,0,8500,0,8349,0,8614,0,8671,0,7296,0,9006,0,9057,0,8347,0,8285,0,63,0,8983,0,-1,0,8583,0,7791,0,8053,0
1387656265.963278,1,0,8049,0,8488,0,8349,0,8616,0,8674,0,7296,0,9004,0,9065,0,8348,0,8289,0,63,0,8989,0,-1,0,8585,0,7785,0,8056,0
1387656265.971277,1,0,8043,0,8490,0,8362,0,8611,0,8677,0,7286,0,9000,0,9061,0,8347,0,8282,0,63,0,8991,0,-1,0,8583,0,7789,0,8055,0
1387656265.978274,1,0,8037,0,8496,0,8362,0,8605,0,8676,0,7291,0,9003,0,9064,0,8343,0,8280,0,63,0,8988,0,-1,0,8593,0,7784,0,8056,0
1387656265.986278,1,0,8026,0,8473,0,8363,0,8599,0,8678,0,7277,0,9014,0,9073,0,8347,0,8258,0,63,0,8984,0,-1,0,8585,0,7789,0,8062,0
1387656265.994279,1,0,8018,0,8459,0,8363,0,8607,0,8680,0,7287,0,9007,0,9086,0,8347,0,8263,0,63,0,8993,0,-1,0,8589,0,7775,0,8058,0
1387656266.002471,1,0,7997,0,8440,0,8380,0,8597,0,8678,0,7272,0,9016,0,9092,0,8344,0,8245,0,63,0,8998,0,-1,0,8578,0,7783,0,8059,0
1387656266.010281,1,0,7986,0,8429,0,8381,0,8588,0,8674,0,7275,0,9021,0,9112,0,8338,0,8252,0,63,0,8995,0,-1,0,8589,0,7777,0,8067,0
1387656266.01828,1,0,7964,0,8400,0,8390,0,8581,0,8679,0,7254,0,9027,0,9125,0,8341,0,8228,0,63,0,8992,0,-1,0,8595,0,7787,0,8075,0
1387656266.025276,1,0,7947,0,8379,0,8390,0,8580,0,8679,0,7257,0,9029,0,9138,0,8338,0,8225,0,81,0,8998,0,-1,0,8602,0,7766,0,8076,0
1387656266.033277,1,0,7923,0,8348,0,8406,0,8561,0,8680,0,7241,0,9043,0,9157,0,8335,0,8200,0,82,0,8997,0,-1,0,8589,0,7768,0,8078,0
1387656266.041277,1,0,7912,0,8331,0,8407,0,8553,0,8685,0,7241,0,9043,0,9179,0,8332,0,8205,0,83,0,8998,0,-1,0,8602,0,7766,0,8082,0
1387656266.049278,1,0,7896,0,8307,0,8418,0,8548,0,8694,0,7224,0,9053,0,9196,0,8337,0,8191,0,84,0,9003,0,-1,0,8608,0,7778,0,8096,0
1387656266.057278,1,0,7872,0,8279,0,8432,0,8543,0,8703,0,7219,0,9066,0,9229,0,8341,0,8183,0,85,0,9004,0,-1,0,8615,0,7768,0,8105,0
1387656266.064276,1,0,7864,0,8263,0,8445,0,8539,0,8712,0,7210,0,9073,0,9253,0,8353,0,8166,0,86,0,9000,0,-1,0,8629,0,7771,0,8113,0
1387656266.072276,1,0,7851,0,8236,0,8453,0,8529,0,8717,0,7191,0,9081,0,9291,0,8365,0,8155,0,87,0,9002,0,-1,0,8649,0,7772,0,8135,0
1387656266.080277,9,0,7809,0,8196,0,8457,0,8516,0,8722,0,7191,0,9091,0,9327,0,8364,0,8154,0,88,0,9006,0,-1,0,8658,0,7776,0,8143,0
1387656266.088279,10,0,7745,0,8121,0,8476,0,8498,0,8729,0,7179,0,9112,0,9405,0,8370,0,8134,0,89,0,9004,0,-3,0,8688,0,7777,0,8150,0
1387656266.096288,-2,0,7740,0,8085,0,8470,0,8497,0,8754,0,7164,0,9136,0,9451,0,8390,0,8118,0,90,0,8990,0,-5,0,8711,0,7785,0,8181,0
1387656266.104281,-5,0,7675,0,7980,0,8492,0,8448,0,8848,0,7078,0,9215,0,9570,0,8435,0,8010,0,91,0,9007,0,-4,0,8730,0,7820,0,8266,0
1387656266.111278,-6,0,7637,0,7981,0,8449,0,8427,0,8771,0,7093,0,9179,0,9684,0,8395,0,8024,0,92,0,9038,0,-2,0,8837,0,7740,0,8240,0
1387656266.119277,-4,0,7589,0,7853,0,8495,0,8419,0,8831,0,7040,0,9266,0,9830,0,8426,0,7913,0,93,0,8980,0,-2,0,8853,0,7788,0,8293,0
1387656266.127277,-2,0,7407,0,7511,0,8597,0,8288,0,9285,0,6803,0,9514,0,10027,0,8594,0,7600,0,94,0,9024,0,0,0,8788,0,8008,0,8579,0
1387656266.135277,1,0,7313,0,7337,0,8575,0,8080,0,9391,0,6681,0,9477,0,10331,0,8538,0,7418,0,95,0,9194,0,1,0,9021,0,7966,0,8606,0
1387656266.143276,6,0,7512,0,7577,0,8461,0,8218,0,8838,0,6922,0,9139,0,10484,0,8235,0,7639,0,96,0,9066,0,2,0,9303,0,7616,0,8220,0
1387656266.150277,4,0,7589,0,7608,0,8456,0,8464,0,8611,0,7005,0,9184,0,10881,0,8140,0,7681,0,97,0,8768,0,1,0,9099,0,7488,0,8077,0
1387656266.158276,3,0,7718,0,7372,0,8507,0,8416,0,8925,0,6874,0,9464,0,11196,0,8225,0,7571,0,98,0,8789,0,1,0,8799,0,7633,0,8203,0
1387656266.166279,1,0,8077,0,7521,0,8457,0,8357,0,8938,0,6902,0,9308,0,10960,0,8135,0,7771,0,99,0,8873,0,1,0,8998,0,7620,0,8037,0
1387656266.174287,-1,0,7929,0,7743,0,8383,0,8386,0,8835,0,6931,0,9120,0,10733,0,8115,0,7786,0,100,0,8831,0,0,0,9327,0,7389,0,8010,0
1387656266.182277,0,0,7443,0,7731,0,8379,0,8345,0,8986,0,6803,0,9290,0,10284,0,8384,0,7464,0,101,0,8934,0,0,0,9168,0,7442,0,8410,0
1387656266.19028,1,0,7319,0,7620,0,8354,0,8296,0,9008,0,6785,0,9367,0,10027,0,8516,0,7436,0,102,0,9090,0,0,0,9437,0,7696,0,8591,0
1387656266.197275,1,0,7354,0,7783,0,8260,0,8412,0,8816,0,6911,0,9105,0,9418,0,8488,0,7808,0,103,0,9039,0,0,0,9838,0,7796,0,8473,0
1387656266.205279,-1,0,7443,0,8204,0,8216,0,8522,0,8775,0,7028,0,8955,0,8298,0,8605,0,8221,0,104,0,8968,0,3,0,8946,0,7734,0,8550,0
1387656266.213276,2,0,7998,0,8738,0,8272,0,8632,0,8853,0,7218,0,8952,0,6900,0,8685,0,8704,0,105,0,8948,0,-1,0,7465,0,7757,0,8588,0
1387656266.221306,2,0,8333,0,8862,0,8275,0,8691,0,8661,0,7249,0,8832,0,6898,0,8530,0,8760,0,106,0,8981,0,-7,0,7741,0,7646,0,8258,0
1387656266.229277,4,0,8046,0,8617,0,8326,0,8644,0,8458,0,7098,0,8879,0,7804,0,8479,0,8467,0,107,0,9142,0,-8,0,8783,0,7564,0,8109,0
1387656266.237277,5,0,7592,0,8079,0,8543,0,8461,0,8657,0,6866,0,9468,0,7939,0,8416,0,7940,0,108,0,9212,0,-6,0,8427,0,7564,0,8250,0
1387656266.244277,4,0,7366,0,7851,0,8536,0,8396,0,8406,0,6887,0,9503,0,7833,0,8038,0,7708,0,109,0,9088,0,-3,0,7613,0,7485,0,7884,0
1387656266.252278,-3,0,7238,0,7652,0,8302,0,8349,0,8469,0,6730,0,9216,0,6960,0,8084,0,7439,0,110,0,8822,0,0,0,6703,0,7325,0,7804,0
1387656266.260277,-7,0,7013,0,6582,0,8377,0,7915,0,10113,0,6088,0,10215,0,5509,0,8590,0,6478,0,111,0,8513,0,-3,0,5491,0,7086,0,8798,0
1387656266.268279,-17,0,6888,0,5913,0,8720,0,7616,0,11079,0,5816,0,11292,0,5367,0,8613,0,5860,0,112,0,8507,0,-5,0,5423,0,7063,0,9258,0
1387656266.276279,-26,0,6920,0,6730,0,8674,0,7966,0,9847,0,6478,0,10397,0,6865,0,8378,0,6780,0,113,0,8797,0,-4,0,6677,0,7360,0,8609,0
1387656266.283277,-32,0,6709,0,6763,0,8926,0,8178,0,9402,0,6708,0,10762,0,7308,0,8367,0,7255,0,114,0,8813,0,-4,0,6838,0,7486,0,8800,0
1387656266.291283,-37,0,6459,0,5851,0,9717,0,8106,0,9960,0,6184,0,12782,0,7034,0,8422,0,6574,0,115,0,8648,0,-6,0,6394,0,7444,0,9469,0
1387656266.299279,-40,0,6662,0,6317,0,9600,0,8156,0,9370,0,6290,0,11781,0,8194,0,8682,0,6831,0,116,0,8734,0,-9,0,7231,0,7608,0,8908,0
1387656266.307278,-41,0,6961,0,7029,0,8563,0,8234,0,9006,0,6731,0,9142,0,8894,0,8962,0,7351,0,117,0,8834,0,-10,0,7912,0,7625,0,8295,0
1387656266.315284,-39,0,7180,0,7090,0,8169,0,8687,0,9246,0,6536,0,8755,0,8555,0,8668,0,7212,0,118,0,8839,0,-10,0,7690,0,7669,0,8484,0
1387656266.323277,-33,0,7159,0,7151,0,8406,0,9262,0,9161,0,6317,0,9670,0,8464,0,8182,0,7474,0,119,0,8716,0,-8,0,7514,0,7759,0,8741,0
1387656266.33028,-24,0,7109,0,7507,0,8299,0,9265,0,8759,0,6805,0,9038,0,9041,0,8138,0,8429,0,120,0,8543,0,-6,0,8106,0,8027,0,8362,0
1387656266.338288,-18,0,7447,0,7479,0,8387,0,8880,0,8748,0,6819,0,8599,0,9149,0,8149,0,8080,0,121,0,8676,0,-4,0,8574,0,8423,0,8000,0
1387656266.34628,-14,0,7582,0,7795,0,8502,0,8831,0,8644,0,6517,0,8668,0,9194,0,8019,0,7435,0,122,0,9069,0,-2,0,9141,0,8713,0,7880,0
1387656266.354277,-12,0,6000,0,7572,0,8696,0,8875,0,8767,0,6482,0,8942,0,9315,0,7935,0,7172,0,123,0,9161,0,-1,0,9476,0,9248,0,7785,0
1387656266.362322,-6,0,4466,0,6640,0,8760,0,8995,0,9021,0,6774,0,9155,0,9401,0,7747,0,7527,0,124,0,9147,0,0,0,9634,0,9245,0,7637,0
1387656266.369278,-13,0,4710,0,6110,0,8958,0,8992,0,8961,0,6726,0,9513,0,9262,0,7423,0,7745,0,125,0,9216,0,0,0,9307,0,9121,0,7300,0
1387656266.377277,-18,0,5877,0,6727,0,9056,0,9241,0,8690,0,6750,0,10084,0,9061,0,7269,0,8179,0,126,0,9111,0,0,0,8966,0,9012,0,6327,0
1387656266.385277,-22,0,7024,0,7458,0,9104,0,10004,0,8179,0,6834,0,9767,0,9034,0,7478,0,8633,0,127,0,8984,0,1,0,8912,0,9281,0,4808,0
1387656266.393278,-23,0,8261,0,7880,0,9017,0,10345,0,7793,0,6777,0,9040,0,9190,0,7690,0,8553,0,242,0,9054,0,3,0,9035,0,9149,0,4332,0
1387656266.401274,-19,0,9053,0,9208,0,8924,0,9911,0,7519,0,6610,0,8598,0,9280,0,7827,0,8188,0,242,0,9135,0,4,0,9195,0,8746,0,5078,0
1387656266.409277,-20,0,8798,0,10252,0,9042,0,9157,0,7747,0,6681,0,8375,0,9131,0,7767,0,8139,0,242,0,8970,0,5,0,9223,0,8416,0,6042,0
1387656266.416277,-20,0,8213,0,9915,0,8931,0,8579,0,8293,0,7177,0,8176,0,9082,0,7440,0,8699,0,242,0,8813,0,6,0,9172,0,7997,0,6859,0
1387656266.424276,-13,0,8020,0,9369,0,8596,0,8569,0,8413,0,7409,0,8329,0,9155,0,7418,0,8869,0,242,0,8959,0,5,0,9064,0,7794,0,7460,0
1387656266.432276,-15,0,8332,0,9284,0,8114,0,8896,0,8292,0,7394,0,8469,0,9079,0,8089,0,8901,0,242,0,9111,0,4,0,9153,0,7898,0,8017,0
1387656266.440275,-14,0,9295,0,9179,0,7845,0,8942,0,8133,0,7366,0,8267,0,8929,0,9021,0,8904,0,242,0,9150,0,2,0,9092,0,8332,0,8389,0
1387656266.448277,-17,0,10373,0,8506,0,7659,0,8532,0,8280,0,7649,0,8713,0,8992,0,9200,0,9010,0,242,0,9241,0,0,0,8864,0,7755,0,8819,0
1387656266.455275,-19,0,10903,0,8133,0,7432,0,8359,0,8456,0,7722,0,8718,0,8981,0,8938,0,9053,0,242,0,9156,0,-1,0,8585,0,6828,0,8983,0
1387656266.463276,-19,0,10747,0,8568,0,7471,0,8960,0,8268,0,7185,0,8113,0,8936,0,9147,0,8270,0,242,0,8973,0,-1,0,8618,0,6811,0,8556,0
1387656266.471275,-20,0,9820,0,9578,0,7702,0,9367,0,8016,0,6737,0,8126,0,8966,0,9136,0,7688,0,242,0,9026,0,-2,0,8682,0,7370,0,8365,0
1387656266.479278,-22,0,8573,0,9583,0,7684,0,8659,0,8452,0,7248,0,8667,0,8970,0,8554,0,8535,0,242,0,9097,0,-4,0,8583,0,7310,0,8745,0
1387656266.487278,-21,0,7990,0,9143,0,7596,0,8227,0,8704,0,7628,0,8596,0,8876,0,8363,0,9377,0,242,0,9000,0,-5,0,8583,0,7366,0,8521,0
1387656266.495277,-21,0,8446,0,9313,0,7796,0,8840,0,8441,0,7274,0,8511,0,8968,0,8266,0,8852,0,242,0,9021,0,-6,0,8765,0,7594,0,7690,0
1387656266.502274,-22,0,8920,0,9480,0,8128,0,9076,0,8317,0,7177,0,8786,0,9111,0,7633,0,8493,0,242,0,9085,0,-6,0,8820,0,7804,0,7436,0
1387656266.510323,-22,0,9155,0,9262,0,8367,0,8807,0,8297,0,7417,0,8871,0,9068,0,7440,0,8875,0,242,0,9027,0,-6,0,8675,0,7904,0,7570,0
1387656266.518277,-22,0,9172,0,8939,0,8544,0,8814,0,8217,0,7329,0,8775,0,9033,0,7854,0,8849,0,242,0,8992,0,-8,0,8639,0,8025,0,7592,0
1387656266.526274,-23,0,8774,0,8934,0,8609,0,8923,0,8399,0,7221,0,8808,0,9090,0,7827,0,8472,0,16,0,8982,0,-9,0,8660,0,8046,0,7850,0
1387656266.534276,-26,0,8325,0,8970,0,8593,0,8909,0,8600,0,7255,0,8947,0,9127,0,7667,0,8166,0,17,0,8986,0,-10,0,8661,0,8025,0,8111,0
1387656266.541276,-29,0,8079,0,8922,0,8490,0,8793,0,8545,0,7326,0,9001,0,9070,0,7788,0,8334,0,18,0,9034,0,-11,0,8636,0,8082,0,8110,0
1387656266.549277,-31,0,8099,0,8871,0,8284,0,8634,0,8511,0,7453,0,8937,0,9017,0,7963,0,8788,0,19,0,9060,0,-11,0,8630,0,7913,0,8020,0
1387656266.557285,-32,0,8196,0,8852,0,8207,0,8613,0,8528,0,7458,0,8856,0,9037,0,8039,0,8924,0,20,0,9048,0,-10,0,8670,0,7766,0,7934,0
1387656266.565288,-32,0,8313,0,8844,0,8257,0,8644,0,8552,0,7401,0,8853,0,9115,0,8057,0,8846,0,21,0,9056,0,-8,0,8666,0,7705,0,7915,0
1387656266.573281,-31,0,8458,0,8767,0,8232,0,8616,0,8485,0,7408,0,8785,0,9156,0,8178,0,8890,0,22,0,9057,0,-7,0,8677,0,7696,0,7903,0
1387656266.581277,-30,0,8433,0,8706,0,8140,0,8671,0,8417,0,7481,0,8780,0,9170,0,8273,0,8918,0,23,0,8994,0,-7,0,8704,0,7597,0,7895,0
1387656266.588276,-30,0,8345,0,8710,0,8085,0,8783,0,8464,0,7446,0,8786,0,9165,0,8356,0,8771,0,24,0,8939,0,-6,0,8714,0,7550,0,7933,0
1387656266.596277,-28,0,8107,0,8749,0,8121,0,8824,0,8594,0,7421,0,8850,0,9109,0,8402,0,8709,0,25,0,8994,0,-6,0,8630,0,7523,0,8057,0
1387656266.604391,-25,0,7960,0,8817,0,8108,0,8763,0,8659,0,7414,0,8911,0,8983,0,8511,0,8727,0,26,0,9049,0,-5,0,8537,0,7499,0,8204,0
1387656266.612283,-22,0,7943,0,8796,0,8035,0,8649,0,8723,0,7447,0,8968,0,8898,0,8599,0,8705,0,27,0,9025,0,-3,0,8485,0,7460,0,8313,0
1387656266.620279,-20,0,8091,0,8791,0,8030,0,8414,0,8773,0,7449,0,8976,0,8937,0,8579,0,8721,0,28,0,9049,0,-2,0,8516,0,7489,0,8442,0
1387656266.628285,-19,0,8248,0,8749,0,8045,0,8149,0,8796,0,7468,0,8954,0,9022,0,8531,0,8798,0,29,0,9146,0,0,0,8562,0,7508,0,8559,0
1387656266.635608,-18,0,8457,0,8548,0,8148,0,8567,0,8716,0,7414,0,8931,0,9001,0,8418,0,8695,0,31,0,8984,0,3,0,8508,0,7582,0,8252,0
1387656266.643687,-18,0,8258,0,8570,0,8334,0,8804,0,8738,0,7393,0,9002,0,8966,0,8214,0,8605,0,32,0,8896,0,4,0,8461,0,7721,0,8191,0
1387656266.651583,-18,0,8059,0,8658,0,8371,0,8814,0,8716,0,7392,0,9047,0,8923,0,8132,0,8619,0,33,0,8910,0,6,0,8455,0,7774,0,8207,0
1387656266.659576,-17,0,8000,0,8671,0,8291,0,8802,0,8643,0,7420,0,9011,0,8923,0,8155,0,8708,0,34,0,8940,0,8,0,8495,0,7735,0,8146,0
1387656266.667579,-16,0,8068,0,8690,0,8232,0,8776,0,8594,0,7427,0,8927,0,8999,0,8174,0,8775,0,35,0,8970,0,9,0,8573,0,7698,0,8076,0
1387656266.674639,-16,0,8122,0,8731,0,8220,0,8749,0,8580,0,7409,0,8867,0,9083,0,8179,0,8770,0,36,0,8994,0,9,0,8649,0,7680,0,8050,0
1387656266.682596,-15,0,8194,0,8798,0,8229,0,8818,0,8546,0,7374,0,8817,0,9107,0,8217,0,8736,0,37,0,9011,0,9,0,8694,0,7694,0,7953,0
1387656266.69059,-16,0,8204,0,8807,0,8250,0,8928,0,8508,0,7404,0,8745,0,9150,0,8251,0,8724,0,38,0,9030,0,9,0,8736,0,7737,0,7799,0
1387656266.6986,-16,0,8149,0,8768,0,8251,0,8946,0,8479,0,7424,0,8681,0,9221,0,8285,0,8723,0,39,0,9034,0,8,0,8793,0,7774,0,7814,0
1387656266.706597,-14,0,8057,0,8578,0,8227,0,8875,0,8580,0,7372,0,8763,0,9227,0,8331,0,8651,0,40,0,9034,0,6,0,8763,0,7732,0,8006,0
1387656266.714613,-15,0,8031,0,8479,0,8184,0,8825,0,8719,0,7281,0,8890,0,9142,0,8368,0,8585,0,41,0,9033,0,3,0,8692,0,7656,0,8055,0
1387656266.721578,-15,0,8006,0,8518,0,8211,0,8783,0,8761,0,7250,0,8955,0,9039,0,8339,0,8523,0,42,0,9030,0,0,0,8680,0,7678,0,7982,0
1387656266.729582,-14,0,7999,0,8552,0,8294,0,8722,0,8754,0,7253,0,9007,0,8940,0,8315,0,8464,0,43,0,9042,0,-3,0,8594,0,7771,0,8034,0
1387656266.737581,-13,0,8010,0,8542,0,8336,0,8697,0,8719,0,7237,0,9023,0,8956,0,8328,0,8403,0,44,0,9069,0,-5,0,8476,0,7812,0,8099,0
1387656266.746865,-11,0,8035,0,8555,0,8355,0,8758,0,8641,0,7216,0,8986,0,9055,0,8324,0,8324,0,45,0,9076,0,-6,0,8502,0,7817,0,8022,0
1387656266.753632,-11,0,8067,0,8357,0,8412,0,8839,0,8636,0,7200,0,9039,0,9048,0,8319,0,8212,0,46,0,9059,0,-7,0,8551,0,7838,0,8043,0
1387656266.760573,-10,0,8104,0,7945,0,8429,0,8840,0,8704,0,7187,0,9179,0,8926,0,8375,0,8281,0,47,0,9018,0,-8,0,8464,0,7824,0,8202,0
1387656266.768576,-9,0,8100,0,7860,0,8366,0,8780,0,8737,0,7205,0,9229,0,8861,0,8425,0,8505,0,48,0,8954,0,-9,0,8396,0,7773,0,8125,0
1387656266.776555,-8,0,8048,0,8274,0,8341,0,8811,0,8791,0,7184,0,9259,0,8827,0,8402,0,8488,0,49,0,8937,0,-9,0,8393,0,7744,0,7887,0
1387656266.784564,-7,0,8034,0,8567,0,8424,0,8875,0,9026,0,7022,0,9550,0,8591,0,8364,0,8167,0,50,0,8942,0,-9,0,8198,0,7734,0,7975,0
1387656266.79255,-3,0,8080,0,8423,0,8502,0,8749,0,9277,0,6922,0,9860,0,8336,0,8359,0,8016,0,51,0,8896,0,-9,0,7943,0,7715,0,8262,0
